CAS;Max_WF;category;function
58069-11-7;0.01;HAND WIPES;Antistatic Skin/Hair Conditioners
58069-11-7;0.01;HAND WIPES;Antistatic Skin/Hair Conditioners
58567-11-6;0.01;FRAGRANCE;Perfumes
58567-11-6;0.01;FRAGRANCE;Perfumes
58567-11-6;0.05;FRAGRANCE;Perfumes
58567-11-6;0.01;FRAGRANCE;Perfumes
58567-11-6;0.015;FRAGRANCE;Perfumes
58567-11-6;0.015;FRAGRANCE;Perfumes
58567-11-6;0.015;FRAGRANCE;Perfumes
58567-11-6;0.015;FRAGRANCE;Perfumes
58567-11-6;0.01;BODY WASH;Perfumes
58567-11-6;0.01;DEODORANT, SPRAY;Perfumes
58567-11-6;0.01;BAR SOAP;Perfumes
5858-81-1;0.01;NAIL POLISH;Colorants
5858-81-1;0.07;LIP LINER;Colorants
5858-81-1;0.01;EYE LINER;Colorants
5858-81-1;0.001;SUNSCREEN;Colorants
5858-81-1;0.01;LIP BALM;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP COLOR;Colorants
5858-81-1;0.01;LIP COLOR;Colorants
5858-81-1;0.0214;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;0.01;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;0.02;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;LIP GLOSS;Colorants
5858-81-1;1.00E-08;LIP COLOR;Colorants
5858-81-1;1.00E-08;EYE LINER;Colorants
5858-81-1;1.00E-08;EYE LINER;Colorants
5858-81-1;1.00E-08;EYE LINER;Colorants
5858-81-1;1.00E-08;EYE LINER;Colorants
5858-81-1;1.00E-08;LIP COLOR;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;BLUSH/BRONZER;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;1.00E-08;LIP COLOR;Colorants
5858-81-1;1.00E-08;LIP GLOSS;Colorants
5858-81-1;1.00E-08;LIP COLOR;Colorants
5858-81-1;1.00E-08;NAIL POLISH;Colorants
5858-81-1;0.01;NAIL POLISH;Colorants
5858-81-1;0.01;NAIL POLISH;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.01;LIP GLOSS;Colorants
5858-81-1;0.05;LIP COLOR;Colorants
586-62-9;0.01;FRAGRANCE;Perfumes
586-62-9;0.01;HAIR COLOR;Perfumes
586-62-9;0.01;HAIR COLOR;Perfumes
586-62-9;0.01;HAIR COLOR;Perfumes
586-62-9;0.01;HAIR COLOR;Perfumes
586-62-9;0.01;HAIR COLOR;Perfumes
586-62-9;0.01;HAIR COLOR;Perfumes
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.1;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58748-38-2;0.05;HAIR SPRAY;Film-Forming Agents
58958-60-4;0.068;FACE POWDER;Emollients/Skin Conditioners
58958-60-4;0.068;FACE POWDER;Emollients/Skin Conditioners
58985-18-5;0.01;DEODORANT;Perfumes
59-02-9;0.01;BATH SALTS;Antioxidants
59-02-9;0.01;BATH SALTS;Antioxidants
59-02-9;0.01;BAR SOAP;Antioxidants
59-02-9;0.0001;HAND SANITIZER;Antioxidants
59-02-9;0.001;AFTERSHAVE;Antioxidants
59-02-9;0.001;AFTERSHAVE;Antioxidants
59-02-9;0.001;AFTERSHAVE;Antioxidants
59-02-9;0.001;AFTERSHAVE;Antioxidants
59-02-9;0.05;EYE CREAM;Antioxidants
59-02-9;0.0001;LIP GLOSS;Antioxidants
59-02-9;0.0001;LIP GLOSS;Antioxidants
59-02-9;0.001;FRAGRANCE, SPRAY;Antioxidants
59-02-9;0.001;FRAGRANCE, SPRAY;Antioxidants
59-02-9;0.001;FRAGRANCE, SPRAY;Antioxidants
59-02-9;0.001;FRAGRANCE, SPRAY;Antioxidants
59-02-9;0.6;LIP LINER;Antioxidants
59-02-9;0.01;LIP GLOSS;Antioxidants
59-02-9;0.01;FACE CREAM/MOISTURIZER;Antioxidants
59-02-9;0.01;FACE CREAM/MOISTURIZER;Antioxidants
59-02-9;0.01;FACE CREAM/MOISTURIZER;Antioxidants
59-02-9;0.01;FACE CREAM/MOISTURIZER;Antioxidants
59-02-9;0.01;FOUNDATION/CONCEALER;Antioxidants
59-51-8;0.09;HAIR CONDITIONING TREATMENT;Antistatic Skin/Hair Conditioners
590-00-1;0.001;AFTERSHAVE;Preservatives
590-00-1;0.001;AFTERSHAVE;Preservatives
590-00-1;0.001;AFTERSHAVE;Preservatives
590-00-1;0.001;AFTERSHAVE;Preservatives
590-00-1;0.001;AFTERSHAVE;Preservatives
590-00-1;0.001;AFTERSHAVE;Preservatives
590-00-1;0.01;FACE MASK;Preservatives
590-00-1;0.12;HAIR CONDITIONING TREATMENT;Preservatives
590-00-1;0.01;BODY WASH;Preservatives
591-27-5;0.05;HAIR COLOR;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
591-27-5;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
591-27-5;1.00E-08;HAIR COLOR;Hair Dyeing Agents
59231-37-7;0.4;EYE LINER;Emollients/Skin Conditioners
593-29-3;0.01;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
593-29-3;0.0115;HAIR COLOR, TEMPORARY;Surfactants/Cleansers/Emulsifiers
593-85-1;0.25;HAIR RELAXER;Buffering Agents
593-85-1;0.25;HAIR RELAXER;Buffering Agents
593-85-1;0.25;HAIR RELAXER;Buffering Agents
593-85-1;0.25;HAIR RELAXER;Buffering Agents
593-85-1;0.28;HAIR RELAXER;Buffering Agents
593-85-1;0.3;HAIR RELAXER;Buffering Agents
5949-29-1;0.3;BATH SALTS;Buffering Agents
5949-29-1;0.3;BATH SALTS;Buffering Agents
5949-29-1;0.3;BATH SALTS;Buffering Agents
5949-29-1;0.001;BODY CARE SET;Buffering Agents
5949-29-1;0.001;HAIR STYLING;Buffering Agents
5949-29-1;0.0001;SHAMPOO;Buffering Agents
5949-29-1;0.001;HAIR STYLING;Buffering Agents
5949-29-1;0.25;BATH SALTS;Buffering Agents
5949-29-1;0.25;BATH SALTS;Buffering Agents
5949-29-1;0.25;BATH SALTS;Buffering Agents
5949-29-1;0.01;BODY WASH;Buffering Agents
596-03-2;1.00E-08;EYE LINER;Colorants
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;HAIR CONDITIONER;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;HAIR CONDITIONER;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR, PERMANENT;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR, PERMANENT;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR, PERMANENT;Masking/Perfuming Agents
5989-27-5;0.01;TOOTHPASTE;Masking/Perfuming Agents
5989-27-5;0.01;TOOTHPASTE;Masking/Perfuming Agents
5989-27-5;0.001;NAIL PRODUCTS, OTHER;Masking/Perfuming Agents
5989-27-5;0.001;NAIL PRODUCTS, OTHER;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.15;HAND SOAP;Masking/Perfuming Agents
5989-27-5;0.15;HAND SOAP;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SPRAY;Masking/Perfuming Agents
5989-27-5;0.01;SHAVING CREAM;Masking/Perfuming Agents
5989-27-5;0.01;SHAVING CREAM, GEL;Masking/Perfuming Agents
5989-27-5;0.01;AFTERSHAVE;Masking/Perfuming Agents
5989-27-5;0.01;SHAVING CREAM, GEL;Masking/Perfuming Agents
5989-27-5;0.01;HAIR CONDITIONER;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR;Masking/Perfuming Agents
5989-27-5;0.01;HAIR CONDITIONING TREATMENT;Masking/Perfuming Agents
5989-27-5;0.01;TOOTHPASTE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.05;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.05;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.05;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.05;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;HAND/BODY LOTION;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;HAND/BODY LOTION;Masking/Perfuming Agents
5989-27-5;0.05;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.05;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;BAR SOAP;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;SHAMPOO;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SPRAY;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SPRAY;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;AFTERSHAVE;Masking/Perfuming Agents
5989-27-5;0.015;AFTERSHAVE;Masking/Perfuming Agents
5989-27-5;0.01;AFTERSHAVE;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.05;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE, SPRAY;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.05;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;FRAGRANCE, SPRAY;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;BAR SOAP;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;BAR SOAP;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;BODY WASH;Masking/Perfuming Agents
5989-27-5;0.05;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.015;BAR SOAP;Masking/Perfuming Agents
5989-27-5;0.05;DEODORANT;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SPRAY;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
5989-27-5;0.01;DEODORANT, SPRAY;Masking/Perfuming Agents
5989-27-5;0.01;BAR SOAP;Masking/Perfuming Agents
5989-27-5;0.001;HAIR SPRAY;Masking/Perfuming Agents
5989-27-5;0.015;AFTERSHAVE;Masking/Perfuming Agents
5989-27-5;0.05;BAR SOAP;Masking/Perfuming Agents
5989-27-5;0.015;FRAGRANCE;Masking/Perfuming Agents
5989-27-5;0.01;BAR SOAP;Masking/Perfuming Agents
5989-27-5;0.01;HAIR COLOR, PROFESSIONAL;Masking/Perfuming Agents
5989-54-8;0.015;AFTERSHAVE;Perfumes
5989-54-8;0.01;DEODORANT;Perfumes
5989-54-8;0.01;BODY WASH;Perfumes
5989-54-8;0.01;DEODORANT, SOLID;Perfumes
5989-54-8;0.01;DEODORANT;Perfumes
5989-54-8;0.01;DEODORANT, SPRAY;Perfumes
5989-54-8;0.01;DEODORANT;Perfumes
60-00-4;0.01;HAIR CONDITIONING TREATMENT;Chelating Agents
60-00-4;0.005;HAIR SPRAY;Chelating Agents
60-00-4;0.01;HAIR CONDITIONER;Chelating Agents
60-00-4;0.005;HAIR CONDITIONER, LEAVE-IN;Chelating Agents
60-00-4;0.01;HAIR CONDITIONER;Chelating Agents
60-00-4;0.0015;HAND/BODY LOTION;Chelating Agents
60-00-4;0.0015;HAND/BODY LOTION;Chelating Agents
60-00-4;0.0005;HAND/BODY LOTION;Chelating Agents
60-00-4;0.0005;HAND/BODY LOTION;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.005;HAIR COLOR;Chelating Agents
60-00-4;0.01;HAIR COLOR;Chelating Agents
60-00-4;0.01;HAIR CONDITIONING TREATMENT;Chelating Agents
60-00-4;0.005;HAIR CONDITIONER;Chelating Agents
60-00-4;0.005;HAIR CONDITIONER;Chelating Agents
60-00-4;0.005;HAIR CONDITIONING TREATMENT;Chelating Agents
60-00-4;0.0015;HAND/BODY LOTION;Chelating Agents
60-00-4;0.0015;HAND/BODY LOTION;Chelating Agents
60-00-4;0.0015;BODY WASH;Chelating Agents
60-00-4;0.0003;SHAMPOO;Chelating Agents
60-00-4;0.01;HAIR CONDITIONER;Chelating Agents
60-12-8;0.05;FRAGRANCE;Masking/Perfuming Agents
60-12-8;0.01;HAIR CONDITIONING TREATMENT;Masking/Perfuming Agents
60-12-8;0.05;FRAGRANCE;Masking/Perfuming Agents
60-12-8;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
60-12-8;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
60-12-8;0.002;SHAMPOO;Masking/Perfuming Agents
60-33-3;9.00E-07;HAIR STYLING;Surfactants/Cleansers/Emulsifiers
60270-33-9;0.05;HAIR CONDITIONER;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONER;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONER;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONER;Emulsifiers
60270-33-9;0.05;SHAMPOO;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONER;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONER;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Emulsifiers
60270-33-9;0.05;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Emulsifiers
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.015;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.015;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.015;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.015;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.015;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
608-25-3;0.015;HAIR COLOR, PERMANENT;Hair Dyeing Agents
608-25-3;0.015;HAIR COLOR, PERMANENT;Hair Dyeing Agents
608-25-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
